"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"2ma3-ssnw","Evolving Infill - Edmonton Insight Community (Q08.11)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: Trailer","2022-05-03T16:38:24.000Z",313,"Surveys"
"iqit-dahn","October 2021 Mixed Topic - Council - Edmonton Insight Community","dataset","This was one single topic among many, from the October 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/5e52IRnoo3D7jBzeVK2","2022-01-26T17:29:01.000Z",313,"Surveys"
"rn3e-zssf","Alley LL - WGS84","map","","2021-06-24T20:31:13.000Z",312,NA
"e5kz-uzyr","Public Asset Release History","chart","","2019-07-31T16:55:02.000Z",311,NA
"eu9n-745s","Edmonton Catholic School District Ward Boundaries","dataset","","2022-05-10T21:45:41.000Z",311,NA
"9y3v-y54x","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I think we need to act now to address climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:05:25.000Z",311,"Surveys"
"un6k-n5da","Speed Check Sign - DFS226","dataset","Speed Check Sign DFS226

Latitude: 53.518156
Longitude: -113.648058

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:21:00.000Z",311,"Vehicle Speed"
"njue-t43k","2022 Climate Perception Survey Codebook","dataset","This survey codebook contains column details for the survey located here: https://data.edmonton.ca/dataset/2022-Climate-Perception-Survey/t3j6-shpq

The survey was conducted from June 20, 2022 to July","2025-12-24T17:48:22.000Z",310,"Surveys"
"r86v-sg5u","2013 Election - Voting Station Boundaries","dataset","","2022-05-03T16:36:31.000Z",310,NA
"34zj-pemx","Evolving Infill - Edmonton Insight Community (Q07.05)","chart","Respondents were asked to select all that apply to the following: Why did you choose the home that you live in now? Option: Access to major roads and freeways","2022-04-05T21:07:34.000Z",310,"Surveys"
"abcm-eai5","2025-2029 Council And Committee Meetings - Voting Record","dataset","Voting record for each motion made at Council or select Committee meetings during the 2025-2029 council term.

While every effort is taken to ensure its accuracy, the data presented here is for inform","2026-05-20T20:11:46.000Z",309,"City Administration"
"vktr-7iyj","Evolving Infill - Edmonton Insight Community (Q01.05)","chart","Respondents were given information on Evolving infill and a definition of residential infill. A map of mature neighbourhoods was presented. Respondents were asked to select all that apply to the follo","2022-04-05T21:07:52.000Z",308,"Surveys"
"pd7p-37bg","2021 Edmonton Election Results: ECSB Ward 76","chart","Edmonton Catholic School Board Trustee, Ward 76.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",308,"Elected Officials"
"6fwc-h2q7","Evolving Infill - Edmonton Insight Community (Q08.08)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: High rise apartment","2022-05-03T16:38:22.000Z",308,"Surveys"
"yb9t-385z","Evolving Infill - Edmonton Insight Community (Q01.09)","chart","Respondents were given information on Evolving infill and a definition of residential infill. A map of mature neighbourhoods was presented. Respondents were asked to select all that apply to the follo","2022-04-05T21:07:49.000Z",307,"Surveys"
"atuj-4vd6","Evolving Infill - Edmonton Insight Community (Q03.03)","chart","Definitions of core Neighbourhoods, Mature Neighbourhoods and Established Neighbourhoods were given. Respondents were asked to select all that apply to the following statement: When you think of resid","2022-04-05T21:07:41.000Z",307,"Surveys"
"qfte-u94w","Evolving Infill - Edmonton Insight Community (Q03.04)","chart","Definitions of core Neighbourhoods, Mature Neighbourhoods and Established Neighbourhoods were given. Respondents were asked to select all that apply to the following statement: When you think of resid","2022-04-05T21:07:40.000Z",307,"Surveys"
"sdjk-23yu","Evolving Infill - Edmonton Insight Community (Q02.02)","chart","Respondents were asked to rate, on a scale of 1 to 5 or don’t know, the level of importance of the following infill statements: Environmental sustainability","2022-04-05T21:07:48.000Z",307,"Surveys"
"8d67-k9ev","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""In the past year, have you become more or less supportive of taking action on climate change?""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:04:35.000Z",307,"Surveys"
"d3tw-xxfr","Evolving Infill - Edmonton Insight Community (Q01.06)","chart","Respondents were given information on Evolving infill and a definition of residential infill. A map of mature neighbourhoods was presented. Respondents were asked to select all that apply to the follo","2022-04-05T21:07:52.000Z",306,"Surveys"
"aptz-3qhh","Outdoor Swimming Pools - Map View (Polygon)","map","Spatial List of all outdoor swimming pools in Edmonton - polygons","2021-06-25T14:43:16.000Z",306,NA
"xndr-xf77","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I want to do more personally to help prevent climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:18:49.000Z",304,"Surveys"
"q5fp-85cz","Evolving Infill - Edmonton Insight Community (Q07.04)","chart","Respondents were asked to select all that apply to the following: Why did you choose the home that you live in now? Option: Access to public transit","2022-04-05T21:07:35.000Z",304,"Surveys"
"25rn-g5vc","Evolving Infill - Edmonton Insight Community (Q08.06)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: Garage or garden suite","2022-05-03T16:38:20.000Z",303,"Surveys"
"f7ci-s4v6","Evolving Infill - Edmonton Insight Community (Q08.03)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: Duplex/side-by-side","2022-05-03T16:38:18.000Z",303,"Surveys"
"jr9k-g6dg","Evolving Infill - Edmonton Insight Community (Q09.05)","chart","Respondents were asked to select all that apply to the following: In the future what forms of housing do you think you might live in? Option: Basement or secondary suite","2022-05-03T16:38:29.000Z",303,"Surveys"
"m82a-r9hu","Evolving Infill - Edmonton Insight Community (Q02.04)","chart","Respondents were asked to rate, on a scale of 1 to 5 or don’t know, the level of importance of the following infill statements: Make best use of existing infrastructure like parks and drainage","2022-04-05T21:07:46.000Z",302,"Surveys"
"b6nt-tzxb","October 2021 Mixed Topic - ETS - Edmonton Insight Community","dataset","This was one single topic among many, from the October 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/5e52IRnoo3D7jBzeVK2","2022-06-03T17:12:33.000Z",302,"Surveys"
"m7ab-dsev","Evolving Infill - Edmonton Insight Community (Q09.13)","chart","Respondents were asked to select all that apply to the following: In the future what forms of housing do you think you might live in? Option: None of the above","2022-05-03T16:38:34.000Z",301,"Surveys"
"cye9-24js","Roadway Maintenance Area Polygon","map","","2021-06-25T13:39:29.000Z",301,NA
"rbqd-q3hh","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Efforts to prevent climate change present an economic opportunity for Edmonton.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:15:27.000Z",300,"Surveys"
"eqxm-v4zg","2011 Graffiti Audit Map - LIR value and Num. of Tags Map View","map","In 2010, Capital City Clean Up initiated a Graffiti Vandalism Audit to assess the amount of graffiti vandalism found in the neighbourhoods in Edmonton with the highest reported incidences of graffiti.","2021-06-16T22:49:17.000Z",300,"Environmental Services"
"bz5w-3e4q","EPARK_REGIONS","map","EPark is the City of Edmonton’s owned and operated paid parking program - managing paid parking at all curbside locations across the city and at four parkades - City Hall Parkade, Library Parkade, Cen","2026-05-19T19:59:30.000Z",299,NA
"agbz-gdkp","2021 Edmonton Election Results: EPSB Ward D","chart","Edmonton Public School Board Trustee, Ward D.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",299,"Elected Officials"
"hni5-n7dt","Evolving Infill - Edmonton Insight Community (Q07.13)","chart","Respondents were asked to select all that apply to the following: Why did you choose the home that you live in now? Option: Neighbourhood safety","2022-04-05T21:07:29.000Z",298,"Surveys"
"djdw-238r","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Most Edmontonians believe climate change is caused mostly by human activities.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:12:57.000Z",298,"Surveys"
"5339-fypp","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I want to do more personally to help prevent climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T16:58:53.000Z",297,"Surveys"
"rcz4-pby9","Evolving Infill - Edmonton Insight Community (Q02.09)","chart","Respondents were asked to rate, on a scale of 1 to 5 or don’t know, the level of importance of the following infill statements: Increasing City tax base","2022-04-05T21:07:43.000Z",297,"Surveys"
"p4es-j5mn","Evolving Infill - Edmonton Insight Community (Q08.10)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: Tiny house","2022-05-03T16:38:23.000Z",297,"Surveys"
"9aqv-tm5z","October 2021 Mixed Topic - Covid - Edmonton Insight Community","dataset","This was one single topic among many, from the October 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/5e52IRnoo3D7jBzeVK2","2022-01-26T17:30:51.000Z",296,"Surveys"
"fwux-xujm","Evolving Infill - Edmonton Insight Community (Q08.07)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: Walk-up apartment","2022-05-03T16:38:21.000Z",296,"Surveys"
"neeq-n5kj","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Most Edmontonians believe that their individual actions contribute to the global impacts of climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:15:29.000Z",296,"Surveys"
